name,id,type,path,release_date,genres,description,runtime,poster,backdrop
Planet der Affen - Survival,281338,movie,/media/pi/F01/Flext/Filme/Planet der Affen - Survival.mp4,2017-07-11,"['Drama', 'Science Fiction', 'Kriegsfilm']","Der Krieg, den Koba mit den von der Seuche stark dezimierten Menschen angezettelt hat, ist in vollem Gange. Affen-Anführer Caesar geht es dabei gar nicht länger ums Gewinnen, er will lediglich einen Weg finden, wie er mit seinem Stamm in Frieden leben kann. Doch eine Spezialeinheit unter Führung des brutalen Colonel will Caesar um jeden Preis tot sehen und so werden im Urwald vor den Toren San Franciscos weiterhin blutige Gefechte ausgetragen, die in einem heimtückischen Anschlag auf das geheime Versteck der Affen gipfeln, das ein Verräter preisgegeben hat. Nun gärt in dem sonst friedliebenden Caesar das Bedürfnis nach Rache und mit seiner rechten Hand Rocket und einigen weiteren Getreuen macht er sich auf die beschwerliche Suche nach dem Colonel, fest entschlossen, keine Gnade mehr walten zu lassen.",140,/eDJnjP8FWueiTRSVpCiMcDLYfln.jpg,/pyHBqcp0EfzcKpRSXkvn6qfnO4k.jpg
Chemical Hearts,621013,movie,/media/pi/F01/Flext/Filme/Chemical Hearts.mp4,2020-08-21,"['Drama', 'Liebesfilm']","Der 17-jährige Henry Page war noch nie verliebt. Er selbst hält sich für einen hoffnungslosen Romantiker, aber die Art von der großen Liebe, die er sich so sehr erhofft und die es nur einmal im Leben gibt, ist noch nicht eingetreten. Am ersten Tag des Abschlussjahres trifft er auf die Transferschülerin Grace Town und es scheint, als würde sich bald alles ändern. Als Grace und Henry ausgewählt werden, gemeinsam die Schülerzeitung zu redigieren, fühlt er sich magisch von der mysteriösen Neuen angezogen. Er erfährt schließlich ihr herzzerreißendes Geheimnis, das einst ihr Leben für immer veränderte, was dazu führt, dass er sich in sie verliebt – oder zumindest in die Person, für die er sie hält.",93,/q1MNlZYqhoD4U7sd7pjxD6SUf4z.jpg,/pGTXJcZQIgqzFZlWy6KxlamlTHK.jpg
Die Vermessung der Welt,115023,movie,/media/pi/F01/Flext/Filme/Die Vermessung der Welt.mp4,2012-10-24,['Drama'],"Anfang des 19. Jahrhunderts erforscht Offizierssohn Alexander von Humboldt Südamerika. Zur gleichen Zeit erobert Carl Friedrich Gauß, Sohn eines Arbeiters, mit der Welt der Zahlen ganz andere Räume. Beide Männer, der Naturforscher und der Mathematiker, werden zu Berühmtheiten ihrer Zeit. Nur zweimal begegnen sich diese Koryphäen, die trotz unterschiedlicher Naturelle und Biografien in ihrer Entdeckungslust, ihrer Weltfremdheit und Überheblichkeit, aber auch in ihrer erlebten Einsamkeit Gemeinsamkeiten haben.",119,/cEzYumB3zmDN5VobhKHVV3jK60y.jpg,/h3ZqIGQhWlYxRKozTStes8adhlo.jpg
Black Hawk Down,855,movie,/media/pi/F01/Flext/Filme/Black Hawk Down.mp4,2001-12-28,"['Action', 'Historie', 'Kriegsfilm']","Mogadischu 1993: Der machthungrige Clan-Chef Mohamed Aidid regiert mit Hilfe seiner Terror-Milizen das darbende Somalia und scheut auch nicht davor zurück, die UNO-Truppen anzugreifen. Um den Machtapparat des Despoten zu schwächen, entführen US-Einheiten dessen wichtigste Männer. Doch der Einsatz mündet in einer Katastrophe, als am 3. Oktober 1993 zwei Hubschrauber abgeschossen werden und rund 100 versprengte amerikanische Soldaten in den Häuserschluchten festsitzen. Was als kurzes Kommandounternehmen geplant war, entwickelt sich zu einem langen und blutigen Feuergefecht und endet in der größten amerikanischen Militärkatastrophe seit Vietnam.",142,/rwXXaAEgMK08wq3ZHfgdAcGma7c.jpg,/35X6MDrK7rpRu4Ae5oAPVjPKo1k.jpg
99143)_X-Men_-_Apocalypse,,movie,/media/pi/F01/Flext/Filme/99143)_X-Men_-_Apocalypse.mp4
Fantasy Island,539537,movie,/media/pi/F01/Flext/Filme/Fantasy Island.mp4,2020-02-12,"['Horror', 'Fantasy', 'Abenteuer', 'Mystery']","Fantasy Island ist die farbenprächtige und paradiesische Insel des mysteriösen Millionärs Mr. Roarke (Michael Pena), mitten im blauen Ozean gelegen, abseits der Zivilisation. Roarke, der über erstaunliche Kräfte zu verfügen scheint, bietet auf seinem Eiland für ein beträchtliches Entgelt der zahlenden Kundschaft an, ihre tiefsten Wünsche, Träume und Fantasien im wahrsten Sinne des Wortes zu erfüllen. Und die neuen Gäste wollen einiges – einige wollen Action und Krieg, andere Party und Sex, wieder andere sehnen sich danach, den größten Fehler ihres Lebens zu korrigieren oder Rache an alten Feinden zu nehmen. Doch der Urlaub auf Fantasy Island wird zum Horrortrip und das vermeintliche Paradies zur Todesfalle, als eine Mordserie die Insel erschüttert. Bald wird den von der Außenwelt isolierten Touristen klar, dass man sich ganz genau überlegen sollte, was man sich wünscht.",110,/eLV88oPBG5jvWMDHPuE4bjKCfhs.jpg,/dzfiE2VHY362dGI62XfZ2iI87CT.jpg
James Bond 007 - Liebesgrüsse aus Moskau,657,movie,/media/pi/F01/Flext/Filme/James Bond 007 - Liebesgrüsse aus Moskau.mp4,1963-10-10,"['Action', 'Thriller', 'Abenteuer']",James Bond soll in Istanbul eine russische Dechiffriermaschine von einer übergelaufenen Agentin erhalten. Das verlockende Angebot entpuppt sich jedoch als tödliche Falle.,115,/vmrQOory7HiGII0cZqZLMGpbsUD.jpg,/8uNjWHsSW3TSOWDU4EY76H5MzAG.jpg
Stowaway,559581,movie,/media/pi/F01/Flext/Filme/Stowaway.mp4,2021-06-24,"['Science Fiction', 'Drama', 'Thriller', 'Abenteuer']","Drei Astronauten starten zur 42. Mission auf den Mars, in zwei Jahren sollen sie zurück sein. Zur Crew von Captain Marina Barnett gehören die Medizinerin Zoe und der Biologe David. Wenige Stunden nach dem Start entdecken sie einen unfreiwilligen blinden Passagier, Michael. Eine Rückkehr zur Erde ist ausgeschlossen und schon bald stellt sich heraus, dass durch einen irreparablen Defekt am Versorgungssystem der Sauerstoff nicht für alle Passagiere ausreichen wird. Zehn Tage bleiben der Crew, um eine Entscheidung zu treffen.",116,/4zXbMo9Lsjhs1hlPaM7vHDLGVTd.jpg,/4FPP2n1uazvlWvzIqn8ysaOpEID.jpg
Michael Bays Texas Chainsaw Massacre (2003) HD Stream  hd-streamsorg,,movie,/media/pi/F01/Flext/Filme/Michael Bays Texas Chainsaw Massacre (2003) HD Stream  hd-streamsorg.mp4
Marriage Story,492188,movie,/media/pi/F01/Flext/Filme/Marriage Story.mp4,2019-09-28,['Drama'],"Regisseur Charlie und Schauspielerin Nicole waren zehn Jahre lang das Traumpaar der New Yorker Theaterszene, haben sich mittlerweile aber kaum mehr etwas zu sagen - es ist Zeit für die Trennung. Nicole möchte zurück zu ihrer Familie nach Los Angeles ziehen und hat dort bereits eine Rolle in einer TV-Pilotfolge angenommen. Insbesondere ihrem kleinen Sohn Henry (Azhy Robertson) zuliebe wollen die beiden die Trennung friedlich über die Bühne bringen. Aber dann kommen doch Anwälte ins Spiel - und aus dem nett zurechtgelegten Konsens wird ein erbitterter Streit über die Frage, wo Henry in Zukunft leben soll.",136,/1e3sR1NvyEi8X1WtTNFZmTGQqo7.jpg,/cvs2w9gHxulUUgp5UGb0ui4TpBu.jpg
Rambo 5 - Last Blood,522938,movie,/media/pi/F01/Flext/Filme/Rambo 5 - Last Blood.mp4,2019-09-19,"['Action', 'Thriller', 'Drama']","John Rambo hat viele große Schlachten in seinem Leben geschlagen – nun soll endlich Schluss sein. Zurückgezogen lebt der Kriegsveteran inzwischen auf einer abgelegenen Farm in Arizona. Doch der einstige Elitekämpfer kommt nicht zur Ruhe. Als die Enkeltochter seiner Haushälterin Maria verschleppt wird, begibt sich Rambo auf eine Rettungsmission nach Mexiko. Schon bald sieht er sich dort einem der mächtigsten und skrupellosesten Drogenkartelle gegenüber. Die vielen Jahre im Kampf mögen Rambo gezeichnet haben, aber sie haben ihn nicht weniger gefährlich gemacht…",101,/6AUDTGuVdeIiCcyYYNSdXS1xFi6.jpg,/pAsZ0ifQwKTHVab8bCHHn2qtizE.jpg
Die Hüterin der Wahrheit - Dinas Bestimmung,305638,movie,/media/pi/F01/Flext/Filme/Die Hüterin der Wahrheit - Dinas Bestimmung.mp4,2015-03-26,"['Fantasy', 'Abenteuer', 'Drama']","Sie entstammt einer übernatürlich begabten Familie und so kommt es, dass auch die junge Dina außergewöhnliche Fähigkeiten hat: Sie kann direkt in die Seele von anderen Menschen schauen und dafür sorgen, dass diese sich plötzlich ihrer selbst schämen. Als der einzige legitime Nachfolger auf den Thron fälschlicherweise mehrerer Morde beschuldigt wird, will man Dinas Mutter dazu bringen, ihre Fähigkeiten einzusetzen, um ein Geständnis zu erzwingen. Doch weil sie sich weigert, ihre Gabe für solche Zwecke zu missbrauchen, wird sie gefangen genommen. Nun muss Dina die Wahrheit hinter den Morgen herausfinden und gerät dabei in einen gefährlichen Machtkampf, der ihr eigenes Leben gefährdet…",96,/ndSNRUf4Y2YOQxd6IHrH72PPJMq.jpg,/1yFDezBuGNnzcKyYd0xpnA6HDW2.jpg
47 Meters Down Uncage,480105,movie,/media/pi/F01/Flext/Filme/47 Meters Down Uncage.mp4,2019-08-15,"['Horror', 'Drama', 'Abenteuer']","Nicole, Sasha, Alexa und Mia entdecken bei einem gemeinsamen Tauchgang eine versunkene Maya-Stadt. Doch ihr Staunen über die unerforschten Ruinen bleibt ihnen im Halse stecken und der Tauchgang wird zum Horror-Trip, denn die Unterwasser-Stadt entpuppt sich als Jagdgebiet riesiger, weißer Haie mit Killerinstinkt. Ein Katz-und-Maus-Spiel mit dem größten Schrecken des Ozeans beginnt. Während die Sauerstoffversorgung immer knapper wird, müssen sich Nicole, Sasha, Alexa und Mia aus dem Unterwasserlabyrinth voll enger Höhlen und unheimlicher Tunnel einen Weg aus ihrer Unterwasser-Hölle suchen. Ein Wettlauf mit der Zeit und ein atemloser Überlebenskampf beginnt …",89,/g4z7mDmJmx23vsVg6XNWcnXb6gc.jpg,/3uG3aOhEzFCjcQulsJQiAzLSrw8.jpg
Mary Poppins Rückkehr,400650,movie,/media/pi/F01/Flext/Filme/Mary Poppins Rückkehr.mp4,2018-12-13,"['Fantasy', 'Familie', 'Komödie']","London im Jahr 1930: Das Land hat mit einer Wirtschaftskrise zu kämpfen und Michael und Jane Banks sind erwachsen geworden: Jane setzt sich für Frauenrechte ein und Michael arbeitet in der Bank, in der schon sein Vater angestellt war, und lebt mit seinen drei Kindern Annabel, Georgie und John sowie der Haushälterin Ellen nach wie vor in der Cherry Tree Lane Nr. 17. Doch als Michaels Frau stirbt, bekommen er, Jane und die Kinder prompt Hilfe vom geheimnisvollen Kindermädchen Mary Poppins. Sie hat ihre magischen Tricks nicht verlernt und außerdem eine Reihe ziemlich skurriler Freunde dabei, darunter der optimistische Laternenanzünder Jack und Marys exzentrische Cousine Topsy. Gemeinsam bringen sie Spaß und Wunder zurück ins Leben der Familie Banks…",128,/cZEu7VZnc8c9Q2l3bxpE0MAJtFl.jpg,/oGzToOBTRdXVOrHj8r0VgK3d2sU.jpg
Spiderman Far from home,429617,movie,/media/pi/F01/Flext/Filme/Spiderman Far from home.mp4,2019-06-28,"['Action', 'Abenteuer', 'Science Fiction']","Nach der epischen Schlacht gegen Thanos und den schicksalshaften Ereignissen um die Avengers ist Peter zurück an seiner alten Schule. Um vom Superheldendasein etwas auszuruhen, kommt ihm eine Klassenfahrt nach Europa gerade recht, auch um seiner heimlichen Liebe ""MJ"" endlich seine Gefühle gestehen zu können. Die erste Station ist Venedig in Italien. Nach einer entspannten Gondelfahrt mit der Reisegruppe bricht aber plötzlich das Chaos los: Ein riesiges Monster kommt aus dem Wasser und greift die Stadt an. Dem stellt sich ein bisher unbekannter Superheld namens Mysterio entgegen. Und als wäre das nicht genug, taucht dann noch Nick Fury auf, um Spider-Man für eine Mission zu rekrutieren...",130,/mp2rchOm2nchJ3E3fPzTFzkuLd3.jpg,/ng6SSB3JhbcpKTwbPDsRwUYK8Cq.jpg
Der Kaufhaus Cop 2,14560,movie,/media/pi/F01/Flext/Filme/Der Kaufhaus Cop 2.mp4,2009-01-15,"['Action', 'Abenteuer', 'Komödie', 'Familie']","Das Leben von Paul Blart bietet recht wenig Spaß. Er hat keine Frau, nur seine Tochter Maya ist ihm ein Lichtblick. Seinen Lebensunterhalt verdient er als Wachmann in einem Einkaufszentrum - wo er sich in die hübsche Verkäuferin Amy verguckt. Seine Annäherungsversuche sind unbeholfen, aber immerhin nicht komplett wirkungslos. Als sein neuer Kollege Veck Sims sich als Kopf einer Einbrechertruppe entpuppt, die in der Mall Geiseln nimmt, scheint Pauls große Stunde zu schlagen: Der schusselige Wächter wurde von den Gaunern übersehen und versucht nun auf eigene Faust, die Bösewichte aus dem Verkehr zu ziehen. Auch Amy und Maya sind gefangen ...",91,/wdLB04bj4dtq3DOnPJ6pnBUBy1G.jpg,/8sKEzpLSgfLHRUBG44DB06AL8o2.jpg
Push,13455,movie,/media/pi/F01/Flext/Filme/Push.mp4,2009-02-04,"['Science Fiction', 'Action']","Nick und Cassie haben übernatürliche Fähigkeiten. Nick kann Dinge mit seinen Gedanken bewegen, Cassie kann in die Zukunft schauen. Sie beide wurden mit diesen Begabungen geboren und wollen eigentlich nur normal leben. Die skrupellose Regierungseinheit Division versucht, Menschen wie sie zu kontrollieren und zu Soldaten für ihre dunklen Zwecke zu machen. Wer sich weigert, wird eliminiert. Nick und Cassie geraten zwischen die Fronten und müssen sich entscheiden. Fliehen oder kämpfen.",107,/aYvBiQEaJuoWpIrVBUKmW3NtcK8.jpg,/uQ5xARQz6BiKlppKCBnKmkfW76m.jpg
Der weisse Tiger,628534,movie,/media/pi/F01/Flext/Filme/Der weisse Tiger.mp4,2021-01-13,['Drama'],"In dieser in Indien spielenden Verfilmung des New-York-Times-Bestsellers schreckt ein ehrgeiziger Chauffeur vor nichts zurück, um den Aufstieg aus der Armut zu schaffen.",125,/7K4mdWaLGF2F4ASb2L12tlya9c9.jpg,/wmx5vrNH6GEpv4NLACfibZlA1bq.jpg
Wahrheit oder Pflicht,91152,movie,/media/pi/F01/Flext/Filme/Wahrheit oder Pflicht.mp4,2005-01-18,"['Komödie', 'Drama']","Die achtzehnjährige Annika  ist verzweifelt. Sie hat die 12. Klasse nicht geschafft, das von den Eltern so lang ersehnte Abitur ist damit in weite Ferne gerückt. Annika hat nicht die geringste Ahnung, was sie tun soll. Aber eines ist sicher: Ihre Eltern dürfen nicht von der kläglichen Niederlage erfahren. Also geht sie jeden Morgen aus dem Haus – zur Schule, glauben die Eltern.  In Wirklichkeit verschanzt sie sich Tag für Tag in einem abgewrackten Reisebus, um nicht aufzufliegen. Dort lernt Sie den rotzigen Kai kennen, der in der nahe gelegenen Plattenbausiedlung wohnt. Die Beziehung zwischen den beiden scheint bald das einzig Wahre in Annikas Leben zu sein, besonders nachdem Annika auch noch von dem smarten Mathe-Student Uli abserviert wird…",86,/eXAbAn66gIZ9G3f7ieAz6s13JHw.jpg,
Gangs of New York,3131,movie,/media/pi/F01/Flext/Filme/Gangs of New York.mp4,2002-12-14,"['Drama', 'Historie', 'Krimi']","1846, New York, das Viertel Five Points: immer wieder kommt es zu blutigen Unruhen zwischen den ""Gangs"" des Viertels, zwischen irisch-katholischen Immigranten und den übrigen protestantischen Einwohnern. In einem mörderischen Zweikampf ermordet Bill ""The Butcher"" Cutting seinen Gegenüber Vallon. Sein Sohn Amsterdam taucht unter, um 1862 wieder im Viertel zu erscheinen, daß inzwischen unter Bills Kontrolle steht. Cutting beginnt ein Vater-Sohn-Verhältnis mit Amsterdam, der Rache für seinen Vater will. Doch in Bills Nähe findet er auch eine ganz besondere Frau, Jenny Everdeane...",167,/2zJnUob8XfVxuZUFDsZF3bkPvuk.jpg,/a2Aj5ksEo2HOUH3FbGyZCtaJM4C.jpg
Star Wars 8: Die letzten Jedi,,movie,/media/pi/F01/Flext/Filme/Star Wars 8: Die letzten Jedi.mp4
Holidate,615665,movie,/media/pi/F01/Flext/Filme/Holidate.mp4,2020-10-27,"['Komödie', 'Liebesfilm']","Holidate - Sloane und Jackson hassen es, in den Ferien Single zu sein, in denen sie ständig von ihren Familien beurteilt werden. Als sich diese beiden Fremden treffen, verpflichten sie sich, für jeden festlichen Anlass im kommenden Jahr das „Holidate“ des anderen zu sein.",104,/ttgl0Fk2TijqvhbX9BkQdJZU7Un.jpg,/8veOfB9RbSzFki0Rq3IQIGsFfhC.jpg
Operation Finale,493551,movie,/media/pi/F01/Flext/Filme/Operation Finale.mp4,2018-08-29,"['Drama', 'Historie', 'Thriller']","Fünfzehn Jahre nach dem Ende des Zweiten Weltkriegs unternehmen die israelischen Geheimdienste Mossad und Schin Bet – unter Leitung des unermüdlichen Agenten Peter Malkin– den riskanten und streng geheimen Einsatz, den Nazi-Kriegsverbrecher Eichmann zu fassen, der nach dem Fall der Nazis als tot gemeldet wurde. Dieser hat sich aber stattdessen unter falschem Namen nach Argentinien abgesetzt und wohnt und arbeitet in einem Vorort von Buenos Aires mit seiner Frau und seinen beiden Söhnen. Während sie den Tagesablauf von Eichmann überwachen, schmieden Malkin und seine Leute Pläne, Eichmann im Schutz der Dunkelheit nahe seiner Wohnung zu entführen. Sie sind entschlossen, den SS-Mann aus Argentinien herauszuschmuggeln und nach Israel zu überführen, wo ihm der Prozess gemacht werden soll. Malkin und Eichmann liefern sich ein fesselndes Katz-und-Maus-Spiel.",122,/nlIdPeH5IrR1qRErschnVQeZAQu.jpg,/mGR157HpQommDbU0MYQFkHLpvtj.jpg
Kindsköpfe 1,4157,movie,/media/pi/F01/Flext/Filme/Kindsköpfe 1.mp4,2007-08-24,"['Komödie', 'Drama', 'Liebesfilm']","Die drei Freunde Arush , Ali und Tanmay genießen ihr locker-leichtes Leben als Junggesellen im hippen Sydney. Jede Menge Partys, Liebschaften und null Verantwortung. Doch als eines Morgens ein schreiendes Baby vor der Tür ihrer WG liegt, wandelt sich ihr Leben von Grund auf. Volle Windeln, null Schlaf und der wahnsinnige Babystress ruinieren ihr Singleleben. Die drei verabscheuen diesen neuen Ernst in ihrem Leben zutiefst. Erst als die kleine Angel aus Unachtsamkeit ihrer Väter schwer krank wird, übernehmen sie Verantwortung und lernen so auch die Freuden des Elternseins kennen. Für kein Geld der Welt würden sie die kleine Angel wieder hergeben. Aber auf einmal steht die leibliche Mutter vor der Tür und will ihr Baby wieder mitnehmen.",150,/9XxhqihX1kcZXcvJ48aQlPYHPQo.jpg,/aqlx9UCqT8XF6F1s7ChqyzZm3Wf.jpg
The Green Knight,559907,movie,/media/pi/F01/Flext/Filme/The Green Knight.mp4,2021-07-29,"['Abenteuer', 'Drama', 'Fantasy']","Sir Gawain, Ritter der Tafelrunde, begibt sich auf die Reise seines Lebens. Um sich vor seiner Familie, seinem Volk und nicht zuletzt auch vor sich selbst unter Beweis zu stellen, will der Neffe von König Artus sich mit dem Prüfer der Menschen messen: dem sagenumwobenen Grünen Ritter.",130,/8E6URZ4vFpz7W1ZgB9IlyahUQeo.jpg,/al0aXl47cWkf4jnKuPiEZtjWT8j.jpg
Pirates of the Caribbean,1865,movie,/media/pi/F01/Flext/Filme/Pirates of the Caribbean.mp4,2011-05-14,"['Abenteuer', 'Action', 'Fantasy']","In Pirates Of The Caribbean – Fremde Gezeiten begegnet Captain Jack Sparrow einer Frau aus seiner Vergangenheit wieder. Angelica heißt die Schöne und Sparrow war in sie verliebt. Oder hat sie ihn nur benutzt? Jedenfalls schickt Angelica den Piraten auf die Suche nach dem sagenumwobenden Jungbrunnen. Dazu muss er an Board der Queen Anne’s Revenge gehen, dem Schiff des gefürchteten Piraten Blackbeards. Captain Jack Sparrow findet sich in Fluch der Karibik 4 wie erwartet in einer abenteuerlichen Geschichte wieder, in der er nicht mehr weiß, wem er vertrauen kann: dem skrupellosen Piraten Blackbeard oder der schönen Frau aus seiner Vergangenheit. Captain Hector Barbossa kann ihm auch nicht wirklich auf die Sprünge helfen, sondern ist eher eine weitere Störung auf der Suche nach dem Jungbrunnen…",137,/xRlVbuuP0Hxc2SwDvVmZQbUXuj3.jpg,/uzIGtyS6bbnJzGsPL93WCF1FWm8.jpg
Der Soldat James Ryan,857,movie,/media/pi/F01/Flext/Filme/Der Soldat James Ryan.mp4,1998-07-24,"['Drama', 'Historie', 'Kriegsfilm']","Aus der Sicht einer Einheit amerikanischer Soldaten beginnt der Film am Tag der historischen D-Day-Invasion des 2. Weltkrieges mit der Landung am Strand. Von hier aus startet die Einheit zu einem gefährlichen Sonderauftrag: Captian John Miller muss mit seinen Männern hinter die feindlichen Linien dringen, um den Gefreiten James Ryan zu finden, dessen drei Brüder auf dem Schlachtfeld gestorben sind. Angesichts dieser schier unlösbaren Aufgabe beginnen die Männer an ihren Befehlen zu zweifeln. Warum acht Leben riskieren, um eines zu retten ? Umgeben von der brutalen Realität des Krieges sucht jeder nach seiner eigenen Antwort. Und sie suchen nach der Stärke, über die unsichere Zukunft mit Ehre, Anstand und Mut zu triumphieren.",169,/g0QGqHG2fjaIyWLtKWMqleGD27o.jpg,/3E5pvJLNEz5WmYWl6GfFW8hEVV3.jpg
